Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Library,1,2,1,0.087983233,0.065240135,0.706923033,0.6416828978061676,"A good friend of mine was just saying to me recently that he's never seen a better time for the game than it is right now. He said, ""I don't think there's ever been a better time for the game.""

So I think that's why we're seeing so many people come"
Library,2,2,5,0.410718709,0.2652215349674225,0.9069044327735901,0.6416828978061676,"It is quite interesting when you stop and really think about how to make them work with your game.

And the other thing that I'm trying to do is to make sure that we have a lot of different types of libraries, so you can have a library for your own game, but also for other"
Lighthouse,1,2,2,0.217777865,0.1727144671976566,0.7168135826289653,0.5440991154313087,"If we take a look at the information provided, we see that there are no other references to the name ""Lighthouse"" in any of the files. This is interesting because it suggests that this was not an official name for the ship, but rather a nickname given to it by its crew.

The L"
Lighthouse,2,2,20,0.497369127,0.34663820534944534,0.8907373207807541,0.5440991154313087,"I took note of a passing comment earlier today stating that the ""best"" way to get rid of a bad habit is to ""get out and do something."" I'm not sure what this means, but it seems like it could be an effective method for getting rid of any sort of habit.

"
Magazine,1,2,1,0.111585403,0.085496124,0.6953238633275032,0.6098277395963669,"Someone recently brought up a very interesting point in conversation, noting that the ""real"" reason for the rise of Donald Trump is because of the ""fake news"" media.

I agree with this sentiment, and I think it's important to note that fake news has been a problem for years. It's not"
Magazine,2,2,20,0.22157093,0.16053633123636235,0.7703640708327293,0.6098277395963669,"I had a random thought today, and it occurred to me that I've never really written about the difference between ""the best"" and ""the most.""

I'm not sure if this is a good thing or a bad thing. It's just something I've been thinking about. So here's my take"
Manga,1,2,0,0.368744839,0.26765149042010306,0.8226783244311809,0.5550268340110779,"I was listening to a random podcast earlier, and they were discussing the idea of a ""fantasy world"" where you could play as any character you wanted. I thought that was pretty cool, so I decided to make my own fantasy world.

The first thing I did was create an NPC class for the"
Manga,2,2,8,0.505207467,0.3467837078683078,0.9018105418793857,0.5550268340110779,"I was thinking about a conversation from last week and remembered that I had to do something about it. So I started with the first chapter of the manga, and then went on to read all of it. It's a long story, but I think you'll like it.

-What kind of reaction"
Martial Arts,1,2,1,0.455626007,0.3526023478060961,0.8223916063457728,0.4697892585396767,"I was looking out the window earlier and suddenly started thinking about how to get back in.

""I'm not going to let you go,"" he said, ""but I'm going to make sure you don't die.""

He grabbed her by the arm and pulled her back into the car."
Martial Arts,2,2,12,0.428761701,0.3361038166284561,0.8058930751681328,0.4697892585396767,"While I was waiting in line, it occurred to me that there is a lot of information out there about martial arts. There are books, magazines, websites and videos. So I decided to make a list of the most important things you need to know about martial arts.

1) Martial Arts Are Not"
Mayor,1,2,0,0.236325415,0.1579631471633911,0.8270212882757186,0.6690581411123275,"I wanted to ask your opinion on a topic regarding the city's police department. He asked if you had any thoughts on the use of force by officers and whether or not it was justified.""

""I have no idea what he was talking about,"" said Knepper, who has been a"
Mayor,2,2,13,0.344135896,0.22075908280909062,0.8898172239214182,0.6690581411123275,"I remember reading a short text a while ago that said they were going to be the next mayor of Toronto. I think it's time for them to get their act together and start acting like mayors.""

The poll was conducted between Oct. 15 and Oct. 19, 2016, among 1,001"
Medician,1,2,2,0.331374756,0.26173783645033843,0.7638969138264656,0.5021590773761272,"While analyzing a situation earlier today, I suddenly realized that I had no idea what to do with the patient. The patient was in a wheelchair and he was having trouble breathing. He was also having difficulty walking. He seemed to be very agitated and confused, but there were no obvious signs of trauma or illness"
Medician,2,2,20,0.37549069,0.29008736744523056,0.7922464448213578,0.5021590773761272,"I was trying to explain to someone earlier today about how I think the medical profession is a bit of a joke. It's not just that they're incompetent, it's that they're so arrogant and self-righteous. They think they know better than everyone else what's best for you.

"""
Military,1,2,3,0.259532043,0.20425497367978096,0.7374413737654686,0.5331864000856876,"I saw a headline in a newsletter today that talked about the ""new"" way to get rid of your unwanted pet.

The article, written by Dr. Richard Haines, MD, and published in the Journal of Veterinary Internal Medicine (JVIM), is titled ""Eliminating Pets"
Military,2,2,18,0.555631615,0.38328474074602126,0.9164711408317089,0.5331864000856876,"I was reviewing some materials this morning and I read that the military is going to be getting rid of all the guns.

""The military is going to be taking away your guns, and you're not even going to have a gun for protection.""

In an interview with The Washington Post,"
Military Conflict,1,2,3,0.340370735,0.26313333228230484,0.7783314307034016,0.5151980984210968,"Have you ever taken a moment to consider the fact that the US has been at war with Afghanistan for almost 15 years now?

The US has been bombing Afghanistan since October 2001. The first attack was on September 11, 2001. Since then, the US has launched more than 4,000 air strikes"
